Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
テストユーザー1167210,test-user-82334@example.com,,,,,,,,,,,,,2024-12-29 21:16:06 +0900,1,UNIクラフトデコ箱8号H150/10〜50個入 - 10個入り,2178,,UNI007AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167210,test-user-82334@example.com,,,,,,,,,,,,,2024-12-29 21:16:06 +0900,1,UNIクラフトデコ箱6号H150/10〜50個入 - 10個入り,1474,,UNI004AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167213,test-user-80601@example.com,paid,,fulfilled,2024-12-29 21:16:09 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:05 +0900,1,【サンプル】クラフトデコ箱5号H113 - ホワイトプラトレーあり,0,,CLF003TP_sample,true,true,fulfilled,テストユーザー266640,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306960703802,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167213,test-user-80601@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,【サンプル】UNIクラフトロールケーキ箱 - 紙トレーあり,0,,UNI012TK_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167214,test-user-87805@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:10 +0900,JPY,5310,0,0,5310,Line item discounts,300,,2024-12-29 21:16:05 +0900,1,UNIクラフトデコ箱6号H80/10〜50個入 - 50個入り,4180,,UNI003TP,true,true,fulfilled,テストユーザー1167133,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167215,0,テストベンダーF23,102,,,,6306960671034,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2656.1,,,payment-ref-1167215
テストユーザー1167214,test-user-87805@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,UNIクラフトクッキーBOX(1号SSサイズ用)10〜100個入 - 50個入り,1430,,UNI013AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167216,test-user-89684@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:09 +0900,JPY,7070,1740,0,8810,Line item discounts,300,通常配送,2024-12-29 21:16:05 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF002TK,true,true,fulfilled,テストユーザー925238,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167217,0,テストベンダーF23,134,,,,6306960638266,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2658.1,,,payment-ref-1167217
テストユーザー1167216,test-user-89684@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,UNIクラフトデコ箱5号H80/10〜50個入 - 50個入り,3630,,UNI001TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167218,test-user-84390@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:10 +0900,JPY,4400,794,0,5194,,0,通常配送,2024-12-29 21:16:05 +0900,2,UNIクラフトクッキーBOX(1号SSサイズ用)10〜100個入 - 100個入り,2200,,UNI013AA,true,true,fulfilled,テストユーザー915922,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167219,0,テストベンダーF23,80,,,,6306960605498,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2636.1,,,payment-ref-1167219
テストユーザー1167220,test-user-2056@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:10 +0900,JPY,11110,0,0,11110,,0,,2024-12-29 21:16:05 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3630,,CLF005AA,true,true,fulfilled,テストユーザー249861,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167221,0,テストベンダーF23,202,,,,6306960572730,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2652.1,,,payment-ref-1167221
テストユーザー1167220,test-user-2056@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,UNIクラフトデコ箱6号H150/10〜50個入 - 50個入り,3630,,UNI004AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167220,test-user-2056@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 100個入り,3850,,UNI008AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167222,test-user-110772@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:10 +0900,JPY,21780,0,0,21780,,0,,2024-12-29 21:16:05 +0900,3,UNIクラフトカットケーキ箱2号S/10〜100個入 - 100個入り,4180,,UNI009AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167223,0,テストベンダーF23,396,,,,6306960539962,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2653.1,,,payment-ref-1167223
テストユーザー1167222,test-user-110772@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,2,UNIクラフトカットケーキ箱3号M/10〜100個入 - 100個入り,4620,,UNI010AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167224,test-user-111057@example.com,paid,2024-12-29 21:16:05 +0900,fulfilled,2024-12-29 21:16:10 +0900,JPY,6978,324,0,7302,Line item discounts,62,通常配送,2024-12-29 21:16:05 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF002TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167225,0,テストベンダーF23,128,,,,6306960507194,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2631.1,,,payment-ref-1167225
テストユーザー1167224,test-user-111057@example.com,,,,,,,,,,,,,2024-12-29 21:16:05 +0900,1,UNIクラフトロールケーキ箱/10〜100個入 - 50個入り,3300,,UNI012TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167226,test-user-16624@example.com,paid,2024-12-29 21:16:04 +0900,fulfilled,2024-12-29 21:16:09 +0900,JPY,8910,0,0,8910,,0,,2024-12-29 21:16:04 +0900,1,UNIクラフトクッキーBOX/SSサイズ用/10〜100個入 - 50個入り,4510,,ccbox-ss,true,true,fulfilled,テストユーザー254454,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167227,0,テストベンダーF23,405,,,,6306960441658,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#266.1,,,payment-ref-1167227
テストユーザー1167226,test-user-16624@example.com,,,,,,,,,,,,,2024-12-29 21:16:04 +0900,1,UNIクラフトデコ箱5号/H80/10〜50個入 - 50個入り,4400,,wc5-op-0001t,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167228,test-user-1031@example.com,paid,2024-12-29 21:16:04 +0900,fulfilled,2024-12-29 21:16:09 +0900,JPY,11998,0,0,11998,Line item discounts,982,,2024-12-29 21:16:04 +0900,1,UNIクラフトカットケーキ箱2号S/10〜100個入 - 100個入り,4180,,UNI009AA,true,true,fulfilled,テストユーザー246655,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167229,0,テストベンダーF23,236,,,,6306960408890,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2649.1,,,payment-ref-1167229
テストユーザー1167228,test-user-1031@example.com,,,,,,,,,,,,,2024-12-29 21:16:04 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,4950,,CLF005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167228,test-user-1031@example.com,,,,,,,,,,,,,2024-12-29 21:16:04 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 100個入り,3850,,UNI008AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167230,test-user-110432@example.com,paid,2024-12-29 21:16:04 +0900,fulfilled,2024-12-29 21:16:09 +0900,JPY,2860,580,0,3440,,0,通常配送,2024-12-29 21:16:04 +0900,1,紙袋　クラフトNo.1 - 100枚,2860,,PAB001AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167231,0,テストベンダーF23,52,,,,6306960376122,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2650.1,,,payment-ref-1167231
テストユーザー1167232,test-user-82334@example.com,paid,,fulfilled,2024-12-29 21:16:09 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:03 +0900,1,【サンプル】Criollo-Bitter-デコ箱6号H150 - ホワイトプラトレーあり,0,,CRO005TP_sample,true,true,fulfilled,テストユーザー1167211,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306960310586,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167232,test-user-82334@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,【サンプル】UNIクラフトカットケーキ箱2号S,0,,UNI009AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167233,test-user-118785@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:08 +0900,JPY,2090,935,0,3025,,0,通常配送,2024-12-29 21:16:03 +0900,1,UNIクラフトデコ箱7号/H150/10〜50個入 - 10個入り,2090,,wc7-op-0002pt,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167234,0,テストベンダーF23,95,,,,6306960277818,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#265.1,,,payment-ref-1167234
テストユーザー1167235,test-user-109022@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:08 +0900,JPY,2760,550,0,3310,Line item discounts,100,通常配送,2024-12-29 21:16:03 +0900,1,hacobo! 宅配・輸送用ダンボール/10〜40個入(デコ箱5号用) - 10個入り,1100,,HCB011AA,true,true,fulfilled,テストユーザー929295,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167236,0,テストベンダーF23,52,,,,6306960245050,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2644.1,,,payment-ref-1167236
テストユーザー1167235,test-user-109022@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,UNIクラフトデコ箱7号H80/10〜50個入 - 10個入り,1760,,UNI005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167237,test-user-86771@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:08 +0900,JPY,3300,865,0,4165,,0,通常配送,2024-12-29 21:16:03 +0900,1,宅配・輸送用ダンボール「hacobo!」/223×220×200mm/20個/40個入 - 20個入り,1430,,w5b-0001,true,true,fulfilled,テストユーザー948380,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167238,0,テストベンダーF23,150,,,,6306960179514,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#261.1,,,payment-ref-1167238
テストユーザー1167237,test-user-86771@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,クラフトデコ箱6号/H150(ホール・シフォン)/10個or50個入り - 10個入り,1870,,wc6-0001pt,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167239,test-user-65157@example.com,paid,,fulfilled,2024-12-29 21:16:08 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:03 +0900,1,【サンプル】Criollo-Bitter-デコ箱6号H150 - ゴールドプラトレーあり,0,,CRO005TG_sample,true,true,fulfilled,テストユーザー254471,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306960146746,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167239,test-user-65157@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,【サンプル】クラフトデコ箱6号H150 - ホワイトプラトレーあり,0,,CLF005TP_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167241,test-user-28976@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:08 +0900,JPY,5632,324,0,5956,,0,通常配送,2024-12-29 21:16:03 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 10個入り,1056,,UNI008AA,true,true,fulfilled,テストユーザー441479,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167242,0,テストベンダーF23,103,,,,6306960113978,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2615.1,,,payment-ref-1167242
テストユーザー1167241,test-user-28976@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,UNIクラフトカットケーキ箱3号M/10〜100個入 - 10個入り,1166,,UNI010AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167241,test-user-28976@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,UNIクラフトカットケーキ箱4号L/10〜100個入 - 10個入り,1254,,UNI011AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167241,test-user-28976@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,2,UNIクラフトカットケーキ箱2号S/10〜100個入 - 10個入り,1078,,UNI009AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167243,test-user-110432@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:08 +0900,JPY,20460,0,0,20460,,0,,2024-12-29 21:16:03 +0900,1,UNIクラフトロールケーキ箱/10〜100個入 - 50個入り,3300,,UNI012TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167244,0,テストベンダーF23,372,,,,6306960081210,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2633.1,,,payment-ref-1167244
テストユーザー1167243,test-user-110432@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,UNIクラフトデコ箱6号H80/10〜50個入 - 50個入り,3080,,UNI003AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167243,test-user-110432@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,UNIクラフトカットケーキ箱1号SS/10〜100個入 - 50個入り,2310,,UNI008AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167243,test-user-110432@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF002TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167243,test-user-110432@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3630,,CLF005AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167243,test-user-110432@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,1,クラフトデコ箱5号H113/10〜50個入(ホールケーキ) - 50個入り,4400,,CLF003TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167245,test-user-87197@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:06 +0900,JPY,15880,0,0,15880,Line item discounts,510,,2024-12-29 21:16:03 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 50個入り,2530,,CLF002AA,true,true,fulfilled,テストユーザー920689,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1167246,0,テストベンダーF23,298,,,,6306960015674,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2651.1,,,payment-ref-1167246
テストユーザー1167245,test-user-87197@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,2,クラフトデコ箱5号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3300,,CLF004AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167245,test-user-87197@example.com,,,,,,,,,,,,,2024-12-29 21:16:03 +0900,2,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,3630,,CLF005AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167247,test-user-91495@example.com,paid,2024-12-29 21:16:03 +0900,fulfilled,2024-12-29 21:16:06 +0900,JPY,5225,324,0,5549,,0,通常配送,2024-12-29 21:16:03 +0900,1,UNIクラフトデコ箱7号H80/10〜50個入 - 50個入り,5225,,UNI005TP,true,true,fulfilled,テストユーザー1167248,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167249,0,テストベンダーF23,95,,,,6306959950138,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2643.1,,,payment-ref-1167249
テストユーザー1167251,test-user-50347@example.com,paid,,fulfilled,2024-12-29 21:16:08 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:02 +0900,1,【サンプル】クラフトデコ箱5号/H150 - プラトレーあり,0,,sample-wc502pt,true,true,fulfilled,テストユーザー270460,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306959917370,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167251,test-user-50347@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,【サンプル】クラフトデコ箱5号/H150 - 紙トレーあり,0,,sample-wc502t,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167252,test-user-83144@example.com,paid,2024-12-29 21:16:02 +0900,fulfilled,2024-12-29 21:16:07 +0900,JPY,9130,2200,0,11330,,0,通常配送,2024-12-29 21:16:02 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,4950,,CLF005TP,true,true,fulfilled,テストユーザー927304,,,,,,,,,,,,,,,,,,,,,,manual (銀行振込),payment-ref-1167253,0,テストベンダーF23,166,,,,6306959884602,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2641.1,,,payment-ref-1167253
テストユーザー1167252,test-user-83144@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,UNIクラフトデコ箱7号H150/10〜50個入 - 50個入り,4180,,UNI006AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167254,test-user-3033@example.com,paid,2024-12-29 21:16:02 +0900,fulfilled,2024-12-29 21:16:07 +0900,JPY,2310,874,0,3184,,0,通常配送,2024-12-29 21:16:02 +0900,1,UNIクラフトデコ箱4号H80/10〜50個入 - 50個入り,2310,,UNI014AA,true,true,fulfilled,テストユーザー255180,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167255,0,テストベンダーF23,42,,,,6306959851834,,Low,Matrixify App,0,,,,,,,,,,,,,,,,#2642.1,,,payment-ref-1167255
テストユーザー1167256,test-user-86003@example.com,paid,,fulfilled,2024-12-29 21:16:07 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:02 +0900,1,【サンプル】UNIクラフトデコ箱5号H80 - 紙トレーあり,0,,UNI001TK_sample,true,true,fulfilled,テストユーザー1166828,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306959819066,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167258,test-user-86696@example.com,paid,2024-12-29 21:16:02 +0900,fulfilled,2024-12-29 21:16:07 +0900,JPY,1254,550,0,1804,,0,通常配送,2024-12-29 21:16:02 +0900,1,UNIクラフトカットケーキ箱4号L/10〜100個入 - 10個入り,1254,,UNI011AA,true,true,fulfilled,テストユーザー1167259,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167260,0,テストベンダーF23,23,,,,6306959786298,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2639.1,,,payment-ref-1167260
テストユーザー1167262,test-user-85441@example.com,paid,2024-12-29 21:16:02 +0900,fulfilled,2024-12-29 21:16:07 +0900,JPY,21890,432,0,22322,,0,通常配送,2024-12-29 21:16:02 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,4950,,CLF005TP,true,true,fulfilled,テストユーザー927424,,,,,,,,,,,,,,,,,,,,,,manual (代金引換),payment-ref-1167263,0,テストベンダーF23,398,,,,6306959753530,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2626.1,,,payment-ref-1167263
テストユーザー1167262,test-user-85441@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,クラフトデコ箱5号H113/10〜50個入(ホールケーキ) - 50個入り,4400,,CLF003TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167262,test-user-85441@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,UNIクラフトカットケーキ箱3号M/10〜100個入 - 100個入り,4620,,UNI010AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167262,test-user-85441@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,クラフトデコ箱4号H130/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF002TK,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167262,test-user-85441@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,UNIクラフトロールケーキ箱/10〜100個入 - 100個入り,4180,,UNI012AA,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167264,test-user-90685@example.com,paid,,fulfilled,2024-12-29 21:16:07 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:02 +0900,1,【サンプル】クラフトデコ箱6号H150 - ホワイトプラトレーあり,0,,CLF005TP_sample,true,true,fulfilled,テストユーザー929528,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306959720762,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167264,test-user-90685@example.com,,,,,,,,,,,,,2024-12-29 21:16:02 +0900,1,【サンプル】UNIクラフトカットケーキ箱3号M,0,,UNI010AA_sample,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167265,test-user-86696@example.com,paid,,fulfilled,2024-12-29 21:16:05 +0900,JPY,0,0,0,0,,0,,2024-12-29 21:16:01 +0900,1,【サンプル】UNIクラフトデコ箱5号H80 - ホワイトプラトレーあり,0,,UNI001TP_sample,true,true,fulfilled,テストユーザー1167259,,,,,,,,,,,,,,,,,,,,,,,,0,テストベンダーF23,0,,,,6306959655226,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,,,,
テストユーザー1167267,test-user-84676@example.com,paid,2024-12-29 21:16:01 +0900,fulfilled,2024-12-29 21:16:07 +0900,JPY,15510,0,0,15510,,0,,2024-12-29 21:16:01 +0900,1,クラフトデコ箱5号H113/10〜50個入(ホールケーキ) - 50個入り,3740,,CLF003TP,true,true,fulfilled,テストユーザー928550,,,,,,,,,,,,,,,,,,,,,,manual (クレジットカード決済),payment-ref-1167268,0,テストベンダーF23,282,,,,6306959622458,"新規,テスト顧客",Low,Matrixify App,0,,,,,,,,,,,,,,,,#2606.1,,,payment-ref-1167268
テストユーザー1167267,test-user-84676@example.com,,,,,,,,,,,,,2024-12-29 21:16:01 +0900,1,クラフトデコ箱6号H150/10〜50個入(ホールケーキ、シフォンケーキ) - 50個入り,4950,,CLF005TP,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,テストベンダーF23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
